snapped_at,market_cap,total_volume
1.37454E+12,1115501747,0
1.37462E+12,1151633055,0
1.37471E+12,1153139045,0
1.3748E+12,1180880341,0
1.37488E+12,1148339225,0
1.37497E+12,1145435127,0
1.37506E+12,1202095629,0
1.37514E+12,1236716068,0
1.37523E+12,1339436875,0
1.37532E+12,1291879380,0
1.3754E+12,1239228980,0
1.37549E+12,1264382935,0
1.37557E+12,1326411168,0
1.37566E+12,1342634881,0
1.37575E+12,1326756331,0
1.37583E+12,1334526427,0
1.37592E+12,1274852723,0
1.37601E+12,1294963874,0
1.37609E+12,1286310198,0
1.37618E+12,1297135658,0
1.37627E+12,1313027073,0
1.37635E+12,1327786925,0
1.37644E+12,1391639436,0
1.37652E+12,1387094734,0
1.37661E+12,1358066069,0
1.3767E+12,1417789458,0
1.37678E+12,1445109513,0
1.37687E+12,1491994714,0
1.37696E+12,1514081839,0
1.37704E+12,1529230788,0
1.37713E+12,1535314865,0
1.37722E+12,1503336792,0
1.3773E+12,1511557692,0
1.37739E+12,1533396429,0
1.37748E+12,1535741760,0
1.37756E+12,1576762300,0
1.37765E+12,1546513175,0
1.37773E+12,1547509052,0
1.37782E+12,1617150065,0
1.37791E+12,1718392921,0
1.37799E+12,1722213503,0
1.37808E+12,1710142536,0
1.37817E+12,1713107795,0
1.37825E+12,1689995763,0
1.37834E+12,1633830110,0
1.37843E+12,1584477906,0
1.37851E+12,1563128527,0
1.3786E+12,1539918692,0
1.37868E+12,1594053182,0
1.37877E+12,1608333064,0
1.37886E+12,1656756078,0
1.37894E+12,1691228211,0
1.37903E+12,1701815760,0
1.37912E+12,1657025266,0
1.3792E+12,1642536157,0
1.37929E+12,1665488837,0
1.37938E+12,1683556257,0
1.37946E+12,1701294519,0
1.37955E+12,1682570743,0
1.37964E+12,1656461048,0
1.37972E+12,1631896171,0
1.37981E+12,1657008919,0
1.37989E+12,1634030222,0
1.37998E+12,1629092740,0
1.38007E+12,1654155481,0
1.38015E+12,1662419043,0
1.38024E+12,1618668560,0
1.38033E+12,1753605196,0
1.38041E+12,1828970464,0
1.3805E+12,1700443527,0
1.38059E+12,1722801590,0
1.38067E+12,1698026829,0
1.38076E+12,1576194517,0
1.38084E+12,1653066046,0
1.38093E+12,1669418621,0
1.38102E+12,1654732760,0
1.3811E+12,1655843242,0
1.38119E+12,1625115323,0
1.38128E+12,1683459510,0
1.38136E+12,1675768904,0
1.38145E+12,1677062166,0
1.38154E+12,1738192797,0
1.38162E+12,1741018162,0
1.38171E+12,1798206169,0
1.3818E+12,1832013268,0
1.38188E+12,1820343308,0
1.38197E+12,1853446060,0
1.38205E+12,1916549962,0
1.38214E+12,2141663679,0
1.38223E+12,2161055256,0
1.38231E+12,2265792192,0
1.3824E+12,2406961759,0
1.38249E+12,2575048013,0
1.38257E+12,2500398942,0
1.38266E+12,2183845288,0
1.38275E+12,2247041816,0
1.38283E+12,2381811170,0
1.38292E+12,2482498288,0
1.383E+12,2551676592,0
1.38309E+12,2550044408,0
1.38318E+12,2549295491,0
1.38326E+12,2570680763,0
1.38335E+12,2597092827,0
1.38344E+12,2682104328,0
1.38352E+12,2852322733,0
1.38361E+12,2902990572,0
1.3837E+12,3274691435,0
1.38378E+12,3732196390,0
1.38387E+12,4187843917,0
1.38396E+12,4480692904,0
1.38404E+12,3862320493,0
1.38413E+12,4263303391,0
1.38421E+12,4450833587,0
1.3843E+12,5053274589,0
1.38439E+12,5108638017,0
1.38447E+12,5292963981,0
1.38456E+12,5459243350,0
1.38465E+12,6075555418,0
1.38473E+12,7223144025,0
1.38482E+12,7668594980,0
1.38491E+12,7052490930,0
1.38499E+12,8377345407,0
1.38508E+12,9152445458,0
1.38516E+12,10241144817,0
1.38525E+12,9532336608,0
1.38534E+12,10006801131,0
1.38542E+12,10712575370,0
1.38551E+12,12017982103,0
1.3856E+12,13213611317,0
1.38568E+12,14691148402,0
1.38577E+12,15218504256,0
1.38586E+12,14043078160,0
1.38594E+12,13358177285,0
1.38603E+12,14601103161,0
1.38612E+12,15365802048,0
1.3862E+12,13664150027,0
1.38629E+12,13779408345,0
1.38637E+12,10916424827,0
1.38646E+12,10092380841,0
1.38655E+12,12259463075,0
1.38663E+12,12786599317,0
1.38672E+12,12122644425,0
1.38681E+12,12006644079,0
1.38689E+12,12250473505,0
1.38698E+12,11801562699,0
1.38707E+12,11658580515,0
1.38715E+12,10680949566,0
1.38724E+12,9337605511,0
1.38732E+12,7473860999,0
1.38741E+12,9052722687,0
1.3875E+12,9312426266,0
1.38758E+12,8059160000,0
1.38767E+12,8740435654,0
1.38776E+12,8677507546,0
1.38784E+12,8960018372,0
1.38793E+12,9170863513,0
1.38802E+12,10129867602,0
1.3881E+12,10178415561,99005513
1.38819E+12,10036644893,46698378
1.38828E+12,10087263184,37058017
1.38836E+12,10570031868,45234044
1.38845E+12,10444532541,33782640
1.38853E+12,10634031218,36849601
1.38862E+12,10773987789,49405750
1.38871E+12,11433894537,120279140
1.38879E+12,11687774519,62747437
1.38888E+12,12583584779,99074061
1.38897E+12,12913129060,168280632
1.38905E+12,11445983745,128073005
1.38914E+12,11486224357,150725301
1.38923E+12,11670631010,85775252
1.38931E+12,11779888589,43752075
1.3894E+12,12409271940,80699112
1.38948E+12,11899333160,66530069
1.38957E+12,11504679487,61261751
1.38966E+12,11445933777,41676635
1.38974E+12,11789924868,43488245
1.38983E+12,11508991483,29125277
1.38992E+12,11140911084,52452597
1.39E+12,11516940386,29050610
1.39009E+12,11534051519,30585580
1.39018E+12,11987167652,39699125
1.39026E+12,11900548574,50595053
1.39035E+12,11940952621,36940956
1.39044E+12,11656785130,38502991
1.39052E+12,11084553144,58565283
1.39061E+12,11096066542,51138176
1.39069E+12,11766588527,45694597
1.39078E+12,12218620532,55356700
1.39087E+12,10744450648,93735288
1.39095E+12,11259294763,46184057
1.39104E+12,11234509580,28374993
1.39113E+12,11276779717,43551651
1.39121E+12,11517083071,25859602
1.3913E+12,11562382385,29032961
1.39139E+12,11242788741,21437686
1.39147E+12,11475058601,25954393
1.39156E+12,11429789002,28807023
1.39164E+12,11054383352,61936090
1.39173E+12,9964516310,89089631
1.39182E+12,9697594805,99669198
1.3919E+12,9325513526,46788351
1.39199E+12,9500229662,74671226
1.39208E+12,9671475906,147502980
1.39216E+12,9119852706,93945953
1.39225E+12,9047292692,37600706
1.39234E+12,8690618503,138690400
1.39242E+12,8975073790,83457395
1.39251E+12,8575732555,38499090
1.3926E+12,8971842045,65416818
1.39268E+12,8705687784,33724928
1.39277E+12,8677119187,24048912
1.39285E+12,8284098931,55822920
1.39294E+12,8089411907,76754444
1.39303E+12,7961923474,31589809
1.39311E+12,8699175865,64788486
1.3932E+12,8017602449,63091885
1.39329E+12,6876547488,146479584
1.39337E+12,7927619008,97417925
1.39346E+12,8194961506,50231514
1.39355E+12,8035162200,36836489
1.39363E+12,8027292634,31980116
1.39372E+12,8003876579,19955646
1.3938E+12,8513293207,55675156
1.39389E+12,10373689032,149796382
1.39398E+12,9590231545,50751833
1.39406E+12,9302561599,30273211
1.39415E+12,8815891807,40555090
1.39424E+12,8692800322,31904028
1.39432E+12,9082414178,27205101
1.39441E+12,8949283593,25671089
1.3945E+12,8973260983,20565979
1.39458E+12,9175730681,38858273
1.39467E+12,9170055466,24365721
1.39476E+12,8999518819,20299133
1.39484E+12,9098742277,12188903
1.39493E+12,8932663705,14085849
1.39501E+12,8782446650,23697859
1.3951E+12,8702593689,54125792
1.39519E+12,8692840446,56108984
1.39527E+12,8408969881,41529934
1.39536E+12,8273676445,62775200
1.39545E+12,8000260035,29727069
1.39553E+12,8070660251,16774458
1.39562E+12,8123975002,29917701
1.39571E+12,8262364453,30063061
1.39579E+12,8224443981,27801227
1.39588E+12,7949302653,41178561
1.39596E+12,7069668867,117346240
1.39605E+12,8029222085,36745883
1.39614E+12,7157524140,28978339
1.39622E+12,7080284651,70710965
1.39631E+12,7352351086,46001140
1.3964E+12,6697640702,68546752
1.39648E+12,6739046457,54953461
1.39657E+12,7041795885,31241914
1.39666E+12,7245679062,18437501
1.39674E+12,7106781660,17286923
1.39683E+12,7088811866,15758240
1.39692E+12,7173916407,16344778
1.397E+12,6871913774,17725407
1.39709E+12,5681788168,73959358
1.39717E+12,6405850495,84337203
1.39726E+12,6436565342,29032695
1.39735E+12,6350505288,32213020
1.39743E+12,7061290317,70192680
1.39752E+12,7834863917,82444131
1.39761E+12,7832442215,91311033
1.39769E+12,7604960825,54491944
1.39778E+12,7284947427,34964085
1.39787E+12,7553525944,34024162
1.39795E+12,7480384324,24082669
1.39804E+12,7632867030,25364130
1.39812E+12,7474331668,49110200.31
1.39821E+12,7443201920,44560695.37
1.3983E+12,7643233743,81565631.29
1.39838E+12,7009651106,203641673
1.39847E+12,6836938651,73650309.07
1.39856E+12,6478523362,44978184.72
1.39864E+12,6667746887,80282755.85
1.39873E+12,6245216902,76209052.64
1.39882E+12,6704999838,135034308.2
1.3989E+12,6894980058,63412896.83
1.39899E+12,6702197066,48587519.45
1.39908E+12,6570686512,44463720.61
1.39916E+12,6521911272,29730228.3
1.39925E+12,6529192595,27203476.81
1.39933E+12,6404403859,69244395.89
1.39942E+12,6473901794,61695586.88
1.39951E+12,6665985831,52240462.11
1.39959E+12,6747721647,57203210.01
1.39968E+12,6819357909,29812986.44
1.39977E+12,6563703902,39681460.03
1.39985E+12,6652298315,27718848.63
1.39994E+12,6644717618,18054500.54
1.40003E+12,6693269250,21730456.22
1.40011E+12,6707366535,26646482.24
1.4002E+12,6837268183,24248841.28
1.40028E+12,6861820562,11455996.61
1.40037E+12,6816206288,15015065.06
1.40046E+12,6804410661,19524323.95
1.40054E+12,7382844051,87054167.76
1.40063E+12,7434415327,40623107.12
1.40072E+12,7895312234,57170285.74
1.4008E+12,7866138956,104822939.3
1.40089E+12,7980309711,37070103.9
1.40098E+12,8674004138,104996307.4
1.40106E+12,8922331196,67710539.63
1.40115E+12,8642194091,68958856.37
1.40124E+12,8752574011,38858410.78
1.40132E+12,8534360949,27526159.28
1.40141E+12,9226455106,61939135.31
1.40149E+12,9447775297,33233470.25
1.40158E+12,9376448558,70328522.79
1.40167E+12,9803894050,55263676.71
1.40175E+12,10006575076,49125434.22
1.40184E+12,8905633802,52830950.85
1.40193E+12,9794615819,35398117.28
1.40201E+12,9653191320,21873523.04
1.4021E+12,9988085215,18213082.98
1.40219E+12,9735003520,12810830.81
1.40227E+12,9706798315,22877166.24
1.40236E+12,9993681321,23355862.24
1.40244E+12,9433631348,26851054.53
1.40253E+12,8506045328,48277593.14
1.40262E+12,8925496728,43611424.43
1.4027E+12,8517582649,39279314.78
1.40279E+12,8725911363,23782031.22
1.40288E+12,8872457054,31951155.07
1.40296E+12,8996032141,20494730.35
1.40305E+12,8942783535,23724950.28
1.40314E+12,8825204486,18253513.52
1.40322E+12,8869664385,25134778.59
1.40331E+12,8787861398,15703778.29
1.4034E+12,8854847123,14367083.2
1.40348E+12,8617319935,17806464.52
1.40357E+12,8480993825,17032486.94
1.40365E+12,8194371747,25590602.01
1.40374E+12,8385569721,19920001.7
1.40383E+12,8569476382,26723808.16
1.40391E+12,8494569723,21468745.5
1.404E+12,8334836538,14814110.74
1.40409E+12,9025562070,58956851.15
1.40417E+12,9172687367,50025773.22
1.40426E+12,9147501502,42528984.94
1.40435E+12,9103965660,26422221.02
1.40443E+12,8896885434,29517136.13
1.40452E+12,8660108588,18405265.19
1.4046E+12,8937086320,17413259.85
1.40469E+12,8790826578,28564774.28
1.40478E+12,8581856699,15722337.42
1.40486E+12,8585760450,15734306.31
1.40495E+12,8516643591,22215393.36
1.40504E+12,8725232864,22057944.4
1.40512E+12,8787509323,22873639.04
1.40521E+12,8709109858,19775333.9
1.4053E+12,8579097231,2652695177
1.40538E+12,8584945250,17238322.4
1.40547E+12,8510570780,21039875.9
1.40556E+12,8645646579,21828986.76
1.40564E+12,8758880869,21684512.46
1.40573E+12,8739796574,15641080.07
1.40581E+12,8663039286,8175217.733
1.4059E+12,8679681492,11925013.31
1.40599E+12,8657042904,11175368.97
1.40607E+12,8644229442,13011104.57
1.40616E+12,8376458453,30918486.02
1.40625E+12,8383840586,26031778.13
1.40633E+12,8288991450,14546201.42
1.40642E+12,8249903720,12802177.4
1.40651E+12,8173254587,27506321.99
1.40659E+12,8131203225,15278918.2
1.40668E+12,7816287636,23007453.38
1.40676E+12,8140456540,29479406.06
1.40685E+12,8293716012,27357972.21
1.40694E+12,8237988226,12372675.88
1.40702E+12,8199177845,11792268.42
1.40711E+12,8198154416,14718449.13
1.4072E+12,8137459094,16038653.89
1.40728E+12,8151536766,15901874.86
1.40737E+12,8203601757,17283652.69
1.40746E+12,8251258555,16193638.07
1.40754E+12,8205227852,12817452.24
1.40763E+12,8202694534,11578791.64
1.40772E+12,7972071014,24411938.14
1.4078E+12,7878732962,24239985.89
1.40789E+12,7540818756,46535947.45
1.40797E+12,7010564927,53397462.9
1.40806E+12,6860688927,35358971.08
1.40815E+12,7238089028,31084266.88
1.40823E+12,6863377153,33375879.15
1.40832E+12,6368563794,70644082.1
1.40841E+12,6748793503,56374414.9
1.40849E+12,7193892900,68783164.3
1.40858E+12,7231593465,59673565.12
1.40867E+12,7234277627,42872341.33
1.40875E+12,6954320150,29320974.19
1.40884E+12,7139943308,27568203.96
1.40892E+12,7067336725,22389884.68
1.40901E+12,7304256001,29607097.06
1.4091E+12,7296175986,30114885.6
1.40918E+12,7236874755,24402839.87
1.40927E+12,7244182397,20552692.55
1.40936E+12,7164399438,14432284.66
1.40944E+12,6860475510,51077106.32
1.40953E+12,6799219716,22934956.72
1.40962E+12,6774955274,26059672.28
1.4097E+12,6797336065,17299690.28
1.40979E+12,7015926760,29465486.98
1.40988E+12,6895819947,17797862.52
1.40996E+12,6931807170,13749077.41
1.41005E+12,6911260347,11825245.8
1.41013E+12,6791673518,32983000.96
1.41022E+12,6802698158,24422544.53
1.41031E+12,6897289864,27674710.83
1.41039E+12,6896752261,20676885.47
1.41048E+12,6859918897,17586867.95
1.41057E+12,6902617283,19275905.34
1.41065E+12,6900941103,18918559.96
1.41074E+12,6864669557,19805373.07
1.41083E+12,6731691155,23126513.9
1.41091E+12,6641427085,34040226.11
1.411E+12,6211661242,62257398.54
1.41108E+12,5766923835,56334624.93
1.41117E+12,5980533420,58701509.57
1.41126E+12,5804758838,39165769.46
1.41134E+12,5838937703,28881448.73
1.41143E+12,6338710259,67216760.98
1.41152E+12,6165470557,39050949.59
1.4116E+12,5984956491,37723637.46
1.41169E+12,5928028217,33451521.4
1.41178E+12,5860478420,22397099.73
1.41186E+12,5565577974,35180036.38
1.41195E+12,5507663330,42011068.29
1.41204E+12,5714895289,39164848.96
1.41212E+12,5621611955,29603467.78
1.41221E+12,5497921986,23690802.75
1.41229E+12,5281945578,33060614.13
1.41238E+12,4879116245,50246874.25
1.41247E+12,4833469234,89316416.94
1.41255E+12,4895087039,84718418.22
1.41264E+12,4938836116,50294496.2
1.41273E+12,5237183818,57086829.36
1.41281E+12,5311338248,87328143.28
1.4129E+12,5287577831,46051396.27
1.41299E+12,5316242885,35835191.01
1.41307E+12,5525493345,33438579.19
1.41316E+12,5700905980,59624883.72
1.41324E+12,5866129882,78113541.72
1.41333E+12,5775665102,53427663.59
1.41342E+12,5596882378,52608703.84
1.4135E+12,5615176528,42215131.11
1.41359E+12,5743548962,46925621.5
1.41368E+12,5708007861,35481643.03
1.41376E+12,5604213220,36027439.12
1.41385E+12,5652010100,36031045.95
1.41394E+12,5606289970,25860624.14
1.41402E+12,5273144269,51887393.57
1.41411E+12,5248699277,35424623.99
1.4142E+12,5133937596,37088140.86
1.41428E+12,5173195788,29595934.34
1.41437E+12,5167063237,43228717.17
1.41445E+12,5207039558,28954512.22
1.41454E+12,4942357431,46213755.27
1.41463E+12,5088316326,62774134.67
1.41471E+12,4986831201,33074496.82
1.4148E+12,4792569208,41226907.09
1.41489E+12,4800048624,30626270.17
1.41497E+12,4809423761,42829119.98
1.41506E+12,4866587322,37063138.63
1.41515E+12,5011151505,46989286.5
1.41523E+12,5151780659,45880732.81
1.41532E+12,5057805084,42830725.79
1.4154E+12,5111687946,32277333.06
1.41549E+12,5386458484,53932673.23
1.41558E+12,5387889972,65712151.52
1.41566E+12,5419404056,48028800.09
1.41575E+12,6169588233,242085811.6
1.41584E+12,6114310308,347965121.7
1.41592E+12,5843122901,267777787
1.41601E+12,5587415408,102011459.9
1.4161E+12,5738164506,97669868.8
1.41618E+12,5700656348,156152351.1
1.41627E+12,5555540282,112319970.9
1.41636E+12,5599205237,86766750.23
1.41644E+12,5306193827,97578193.58
1.41653E+12,5247581495,103371748.8
1.41661E+12,5309209728,72055639.1
1.4167E+12,5575104070,74804242.57
1.41687E+12,5683869974,120715158.6
1.41696E+12,5589190353,97493369.26
1.41705E+12,5762891896,77719445.25
1.41713E+12,5923315394,96026828.59
1.41722E+12,5870841095,104658667.7
1.41731E+12,5801993057,78987333.07
1.41739E+12,5888742489,68939263.44
1.41748E+12,5940797809,71160140.89
1.41756E+12,5852322278,77460082.61
1.41765E+12,5766695662,66657089.08
1.41774E+12,5898577917,60772900.28
1.41782E+12,5882797926,51640782.7
1.41791E+12,5911396532,41782973.85
1.418E+12,5677957858,71674023.43
1.41808E+12,5571318291,93946524.48
1.41817E+12,5543577174,62404032.68
1.41826E+12,5554651334,122359909.7
1.41834E+12,5623797325,53972609.62
1.41843E+12,5590966298,41396737.82
1.41852E+12,5639049228,46193632.98
1.4186E+12,5587675192,35306754.45
1.41877E+12,5548001339,85305345.96
1.41886E+12,5465747700,98202594.5
1.41903E+12,5593734051,72888415.64
1.41912E+12,5377097208,65829777.35
1.41921E+12,5701618136,57317142.22
1.41929E+12,5685407364,64175194.19
1.41938E+12,5490180326,42086667
1.41947E+12,5460820711,84290025.29
1.41955E+12,5642085481,103392574.8
1.41964E+12,5413884579,152484296.3
1.41972E+12,5442061461,74393167.96
1.41981E+12,5498266589,105466601.4
1.4199E+12,5453664932,77338586.7
1.41998E+12,5538840021,75976617.71
1.42007E+12,5466584316,50018353.54
1.42016E+12,5451223256,43126557.11
1.42024E+12,4937306930,138886875.2
1.42033E+12,4471233804,228084054.5
1.42042E+12,4695188473,172143121.6
1.4205E+12,4884619649,108278990.5
1.42059E+12,5037238661,123546499.7
1.42068E+12,4871397509,94639874.08
1.42076E+12,4933677082,89930231.56
1.42085E+12,4664089194,108571961.8
1.42093E+12,4542714386,96159594.71
1.42102E+12,4559059917,91719551.08
1.42111E+12,3790715719,238871624.7
1.42137E+12,3592591933,193117685.5
1.42145E+12,3468489491,116813171
1.42154E+12,3604082746,130417259.6
1.42163E+12,3691754354,113046711.7
1.42171E+12,3637220509,102004825.4
1.4218E+12,3848253480,106134006.6
1.42188E+12,3976167421,161720829
1.42197E+12,3981592724,133058438.2
1.42206E+12,4212548236,157013779
1.42214E+12,4308403527,195461943.1
1.42223E+12,4524127538,440832150.6
1.42232E+12,4339128065,365871781.4
1.42249E+12,3916456737,176087466.8
1.42258E+12,3855604996,115487334.2
1.42266E+12,3700358257,97979354.9
1.42275E+12,3809687345,113750509.8
1.42284E+12,3986653102,118602963.3
1.42292E+12,3760332510,147251322
1.42301E+12,3763948816,89728215.72
1.42309E+12,3670927484,79324274.11
1.42318E+12,3793260387,94402107.21
1.42327E+12,4224412941,87393468.01
1.42335E+12,3783512254,80960835.64
1.42344E+12,3724840279,84958265.1
1.42353E+12,3722689335,72125908.25
1.42361E+12,3706203652,69631446.24
1.4237E+12,3757606517,55037593.78
1.42379E+12,3973398887,146091321.9
1.42387E+12,4322836265,173311306.4
1.42396E+12,3901302540,211790762.1
1.42404E+12,3945481683,132993609.1
1.42413E+12,4116414675,125710442.1
1.42422E+12,3925181076,91476054.52
1.4243E+12,4009173190,73065138.63
1.42439E+12,4057218830,83606252.81
1.42448E+12,4063559608,66026128.59
1.42456E+12,3916785066,77444373.59
1.42465E+12,3964207676,64153360.64
1.42474E+12,3977105332,61365107.56
1.42482E+12,3965880313,59926607.52
1.42491E+12,3948091996,47390767.38
1.425E+12,4207663785,142970691.3
1.42508E+12,4189045100,88716789
1.42517E+12,4226058377,64140293.1
1.42525E+12,4404696614,102220679.7
1.42534E+12,4501627978,138912930.8
1.42543E+12,4362076904,128453068.4
1.42551E+12,4437099866,106196377.6
1.4256E+12,4389531762,78428946.26
1.42569E+12,4591100707,53253338.79
1.42577E+12,4406961252,48674926.78
1.42586E+12,4648459868,117360756
1.42595E+12,4689178306,144468461.8
1.42603E+12,4706091511,79779422.86
1.42612E+12,4688492352,73320437.07
1.4262E+12,4604429441,72621492.74
1.42629E+12,4529973563,67210841.04
1.42638E+12,4570109347,35578616.39
1.42646E+12,4651047171,66091581.38
1.42655E+12,4581751541,58144232.89
1.42664E+12,4134308210,133772443.7
1.42672E+12,4202386311,145083183.8
1.42681E+12,4215906518,63313012.01
1.4269E+12,4191353712,58605172.08
1.42698E+12,4312384354,54446910.15
1.42707E+12,4292699293,77215780.53
1.42716E+12,3973070810,160232800.5
1.42724E+12,3966177071,188860988.7
1.42733E+12,3975624856,154536251
1.42741E+12,3978527742,93764375.84
1.4275E+12,4048268745,85103658.94
1.42759E+12,3894980071,87672648.51
1.42767E+12,3960408347,100158723.7
1.42776E+12,3911732508,79842103.41
1.42785E+12,3931170232,81779025.87
1.42793E+12,4022879043,98603680.51
1.42802E+12,4072416707,97950896.43
1.42811E+12,4070944067,65994665.43
1.42819E+12,4150101018,85897167.9
1.42828E+12,4090534639,87233813.89
1.42836E+12,4070447759,91773249.64
1.42845E+12,3945039545,111084553.5
1.42854E+12,3914103095,98847391.66
1.42862E+12,3770467100,116290604.8
1.42871E+12,3791368294,92716072.06
1.4288E+12,3788735644,66607294.81
1.42888E+12,3604928763,92565559.84
1.42897E+12,3513412819,115279055.1
1.42906E+12,3580988113,78682768.64
1.42914E+12,3658131062,93771655.02
1.42923E+12,3578788770,105754519.9
1.42932E+12,3585184376,72568868.35
1.4294E+12,3576409504,61660225.67
1.42949E+12,3603917144,66709328.89
1.42957E+12,3759668700,84463658.16
1.42966E+12,3752657752,77202861.14
1.42975E+12,3774418836,57994324.72
1.42983E+12,3713678044,76593135.26
1.42992E+12,3637851880,61160530.15
1.43001E+12,3515144995,101316874.3
1.43009E+12,3665455204,98945712.25
1.43018E+12,3615229582,74632923.83
1.43027E+12,3629975807,59418913.3
1.43035E+12,3785364737,109239971
1.43044E+12,3735299346,78101807.49
1.43052E+12,3770875065,63503912.97
1.43061E+12,3839362553,91215816.1
1.4307E+12,3827193295,87768929.58
1.43078E+12,3777497085,74691221.61
1.43087E+12,3685919068,73014133.97
1.43096E+12,3781549742,80745854.77
1.43104E+12,3882998710,84203045.59
1.43113E+12,3850407286,84149802.93
1.43122E+12,3892482853,72817800.22
1.4313E+12,3846046675,73738515.5
1.43139E+12,3843977858,65329294.29
1.43148E+12,3747097705,54564147.81
1.43156E+12,3758761318,60109946.12
1.43165E+12,3766287118,41572843.41
1.43173E+12,3752507443,28782392.74
1.43182E+12,3741182453,26232173.99
1.43191E+12,3671774383,37842877.19
1.43199E+12,3697261551,36065854.11
1.43208E+12,3733938004,31878528.28
1.43217E+12,3755075986,31278095.58
1.43225E+12,3873644942,77170126.4
1.43234E+12,3854266438,67213591.33
1.43243E+12,3890553270,39622879.94
1.43251E+12,3836212188,37426416.09
1.4326E+12,3836650221,35659436.94
1.43268E+12,3843257422,39094711.11
1.43277E+12,3883625115,35185678.91
1.43286E+12,3915980829,40081411.89
1.43294E+12,3836369072,37122523.27
1.43303E+12,3767965624,32212596.39
1.43312E+12,3651297269,51594796.42
1.4332E+12,3702871784,39253092.55
1.43329E+12,3700714039,36056938.37
1.43338E+12,3677329531,32710117.09
1.43346E+12,3699290462,38750718.92
1.43355E+12,3702833347,23912332.54
1.43364E+12,3673076392,28754393.13
1.43372E+12,3758261997,47929376.26
1.43381E+12,3770304007,41469194.81
1.43389E+12,3763359320,34524235.9
1.43398E+12,3777615741,35136366.28
1.43407E+12,3783732058,34670090.69
1.43415E+12,3822981047,36916038.36
1.43424E+12,3847711403,53548509.57
1.43433E+12,3915381958,58351362.74
1.43441E+12,4174484807,161737795.7
1.4345E+12,4144385913,195471494.5
1.43459E+12,4193923259,127142777.4
1.43467E+12,4130405571,108579568.6
1.43476E+12,4165990407,106476259.5
1.43484E+12,4146092063,60810776.38
1.43493E+12,4203846739,64278000.39
1.43502E+12,4152260698,54333428.1
1.4351E+12,4102052947,62059788.75
1.43519E+12,4136212230,65192530.42
1.43528E+12,4145467592,52654621.96
1.43536E+12,4291662170,88899868.69
1.43545E+12,4249746940,67033333.54
1.43554E+12,4418099591,161533811.9
1.43562E+12,4508934980,222570487
1.43571E+12,4419643135,127786149.7
1.4358E+12,4380684525,114706485.9
1.43588E+12,4396872281,79075179.64
1.43597E+12,4462827589,78912546.79
1.43605E+12,4623841672,173719670.3
1.43614E+12,4609708763,299588931.7
1.43623E+12,4548867631,185200068
1.43631E+12,4647976345,271190039.4
1.4364E+12,4694753882,433736599
1.43649E+12,4790237939,269060467
1.43657E+12,4873094412,273112322.8
1.43666E+12,5190327152,272468129.9
1.43675E+12,4877331643,264416269.8
1.43683E+12,4814983729,154569369.6
