변환,USD,주식
2016-09-20,1117.1,4117100000000
2016-09-21,1116.8,4065100000000
2016-09-22,1103.3,4161100000000
2016-09-23,1103.1,4428300000000
2016-09-26,1103.3,3602500000000
2016-09-27,1109.6,4621200000000
2016-09-28,1096.5,3949300000000
2016-09-29,1092,4434000000000
2016-09-30,1103,5602800000000
2016-10-04,1103,5019200000000
2016-10-05,1117,4329800000000
2016-10-06,1113,5236000000000
2016-10-07,1116,5143100000000
2016-10-10,1114,4563200000000
2016-10-11,1108.5,5117700000000
2016-10-12,1123.8,4683800000000
2016-10-13,1126,4333300000000
2016-10-14,1131,4103600000000
2016-10-17,1140.2,3687700000000
2016-10-18,1132,3805700000000
2016-10-19,1128.2,4017400000000
2016-10-20,1120,3587700000000
2016-10-21,1132.3,3424200000000
2016-10-24,1136.5,3441700000000
2016-10-25,1135,4828100000000
2016-10-26,1129.9,4563500000000
2016-10-27,1139,4901200000000
2016-10-28,1147,3879900000000
2016-10-31,1145,4273900000000
2016-11-01,1143,4205100000000
2016-11-02,1146,4303700000000
2016-11-03,1145.5,3673800000000
2016-11-04,1143.8,3004200000000
2016-11-07,1140,3042200000000
2016-11-08,1140,3152900000000
2016-11-09,1129,7350100000000
2016-11-10,1158,6952600000000
2016-11-11,1162.7,6645300000000
2016-11-14,1167,5099800000000
2016-11-15,1169,5015200000000
2016-11-16,1168,4486600000000
2016-11-17,1171,3483200000000
2016-11-18,1181,4577300000000
2016-11-21,1183,3401600000000
2016-11-22,1177,3497300000000
2016-11-23,1170,4196200000000
2016-11-24,1184,3447500000000
2016-11-25,1177,2753500000000
2016-11-28,1174.5,3085100000000
2016-11-29,1169.5,4413500000000
2016-11-30,1167.5,5559000000000
2016-12-01,1177,3888100000000
2016-12-02,1166,3540000000000
2016-12-05,1170.2,3006800000000
2016-12-06,1167.7,3694600000000
2016-12-07,1172.5,3614800000000
2016-12-08,1160,4895900000000
2016-12-09,1163.5,3683200000000
2016-12-12,1172,3640200000000
2016-12-13,1165.9,4126100000000
2016-12-14,1165,3275400000000
2016-12-15,1180.5,3223600000000
2016-12-16,1183.5,3771600000000
2016-12-19,1186,2932600000000
2016-12-20,1188,3044700000000
2016-12-21,1193,3334300000000
2016-12-22,1195.8,3140000000000
2016-12-23,1205,3091300000000
2016-12-26,1201.5,2980400000000
2016-12-27,1201,3008000000000
2016-12-28,1208,3017900000000
2016-12-29,1211.5,2947700000000
2017-01-02,1206,2597500000000
2017-01-03,1209.5,3696100000000
2017-01-04,1206.5,4009100000000
2017-01-05,1195,3995700000000
2017-01-06,1183.5,3362900000000
2017-01-09,1202,3788100000000
2017-01-10,1202.5,3789400000000
2017-01-11,1201,4420100000000
2017-01-12,1186.5,4646600000000
2017-01-13,1176,4647400000000
2017-01-16,1175.5,4652500000000
2017-01-17,1184.1,4106400000000
2017-01-18,1162.5,3950800000000
2017-01-19,1180,4031300000000
2017-01-20,1175.2,3981100000000
2017-01-23,1170,3774400000000
2017-01-24,1162,3603500000000
2017-01-25,1149,4084400000000
2017-01-26,1161.4,4260500000000
2017-01-31,1170,4322700000000
2017-02-01,1150,4362700000000
2017-02-02,1152,5707500000000
2017-02-03,1144.8,4913300000000
2017-02-06,1138,3819900000000
2017-02-07,1136,4018200000000
2017-02-08,1145,4224500000000
2017-02-09,1145,4158200000000
2017-02-10,1153.3,4761300000000
2017-02-13,1149.5,3896700000000
2017-02-14,1150,4380800000000
2017-02-15,1140,4631700000000
2017-02-16,1133,4235000000000
2017-02-17,1141.7,4265600000000
2017-02-20,1151,3267300000000
2017-02-21,1145,3844500000000
2017-02-22,1143,3947700000000
2017-02-23,1139.7,4470400000000
2017-02-24,1132,5176800000000
2017-02-27,1132,4170000000000
2017-02-28,1134.5,5051500000000
2017-03-02,1142,6017400000000
2017-03-03,1149.1,4968500000000
2017-03-06,1153,4562500000000
2017-03-07,1155.2,3882600000000
2017-03-08,1150.5,4517100000000
2017-03-09,1155,5110500000000
2017-03-10,1161,5570700000000
2017-03-13,1148,4568000000000
2017-03-14,1148.4,5223900000000
2017-03-15,1148,4809600000000
2017-03-16,1130,5000300000000
2017-03-17,1130,4830300000000
2017-03-20,1129.1,4015800000000
2017-03-21,1114,5387100000000
2017-03-22,1122.5,5455900000000
2017-03-23,1118,5020800000000
2017-03-24,1122.5,5045800000000
2017-03-27,1115,5291300000000
2017-03-28,1110.5,4940600000000
2017-03-29,1116.5,5020900000000
2017-03-30,1112,4307200000000
2017-03-31,1118.5,4287400000000
2017-04-03,1117,3913000000000
2017-04-04,1117,4458300000000
2017-04-05,1124.2,4756000000000
2017-04-06,1127.1,4053600000000
2017-04-07,1131,3844500000000
2017-04-10,1137,3905900000000
2017-04-12,1146,3804200000000
2017-04-13,1134.5,4235200000000
2017-04-14,1135,3316400000000
2017-04-17,1139,3627600000000
2017-04-18,1133.5,3826000000000
2017-04-19,1142.5,4712800000000
2017-04-20,1143,4913100000000
2017-04-21,1138.5,4625900000000
2017-04-24,1129.5,4199100000000
2017-04-25,1135,4773500000000
2017-04-26,1127,5233100000000
2017-04-27,1131,6331500000000
2017-04-28,1132,5642100000000
2017-05-02,1136,4729300000000
2017-05-04,1134.7,4558900000000
2017-05-08,1135,6515900000000
2017-05-10,1137.5,9247000000000
2017-05-11,1132,7655800000000
2017-05-12,1124,6322600000000
2017-05-15,1124,4585000000000
2017-05-16,1118.2,6030200000000
2017-05-17,1114.8,5619500000000
2017-05-18,1123.7,5830900000000
2017-05-19,1128,5781300000000
2017-05-22,1118.8,5746800000000
2017-05-23,1116,5523400000000
2017-05-24,1125.5,5671800000000
2017-05-25,1119,6202400000000
2017-05-26,1120,5997800000000
2017-05-29,1119,5529600000000
2017-05-30,1123,5562900000000
2017-05-31,1124,8244300000000
2017-06-01,1119,5281400000000
2017-06-02,1122.5,6020100000000
2017-06-05,1119,5108400000000
2017-06-07,1119.5,6019200000000
2017-06-08,1125,8230000000000
2017-06-09,1124,7079200000000
2017-06-12,1126,5706500000000
2017-06-13,1131,5566900000000
2017-06-14,1126.5,6630700000000
2017-06-15,1120,5782600000000
2017-06-16,1130.7,5741400000000
2017-06-19,1132.5,5350300000000
2017-06-20,1137.2,6699500000000
2017-06-21,1141,6342200000000
2017-06-22,1142.5,6196200000000
2017-06-23,1138.5,5316700000000
2017-06-26,1134.5,5106000000000
2017-06-27,1134,5288200000000
2017-06-28,1141,5792100000000
2017-06-29,1139.7,5382000000000
2017-06-30,1147,5006200000000
2017-07-03,1143.5,4723200000000
2017-07-04,1149,4753700000000
2017-07-05,1152,4653200000000
2017-07-06,1152,4690600000000
2017-07-07,1156.5,4972100000000
2017-07-10,1153,4852200000000
2017-07-11,1149,4828200000000
2017-07-12,1148.7,4909100000000
2017-07-13,1137.5,6039000000000
2017-07-14,1137.2,4923200000000
2017-07-17,1129.5,4819700000000
2017-07-18,1129.8,4599600000000
2017-07-19,1124,5024500000000
2017-07-20,1124,5273100000000
2017-07-21,1121.5,5106100000000
2017-07-24,1118.5,4552100000000
2017-07-25,1115.5,5268500000000
2017-07-26,1121,6381800000000
2017-07-27,1112,5328800000000
2017-07-28,1117,7019700000000
2017-07-31,1124.4,5646500000000
2017-08-01,1119.4,5605200000000
2017-08-02,1122,5245700000000
2017-08-03,1123,6500800000000
2017-08-04,1129,5084000000000
2017-08-07,1128.2,4428400000000
2017-08-08,1126.8,4509300000000
2017-08-09,1130,4626800000000
2017-08-10,1138.5,6170600000000
2017-08-11,1145.2,6110200000000
2017-08-14,1139.5,4567700000000
2017-08-16,1135.5,6083500000000
2017-08-17,1135.5,4423200000000
2017-08-18,1142,4052500000000
2017-08-21,1138.4,3753500000000
2017-08-22,1138.3,3827500000000
2017-08-23,1132,3918300000000
2017-08-24,1127,4587000000000
2017-08-25,1128,4550300000000
2017-08-28,1122,4035800000000
2017-08-29,1125.4,4292600000000
2017-08-30,1124,4509000000000
2017-08-31,1124.5,5118800000000
2017-09-01,1123,4668600000000
2017-09-04,1129,4323300000000
2017-09-05,1131,4761000000000
2017-09-06,1132.1,5219200000000
2017-09-07,1130,4625000000000
2017-09-08,1126.5,4494000000000
2017-09-11,1129,4830700000000
2017-09-12,1129.5,4858600000000
2017-09-13,1128.3,5885400000000
2017-09-14,1132.5,6382100000000
2017-09-15,1136.5,6169400000000
2017-09-18,1132.5,5129600000000
2017-09-19,1128.4,5242200000000
2017-09-20,1130.2,5533500000000
2017-09-21,1133,5255300000000
2017-09-22,1133,6007300000000
2017-09-25,1133,4756900000000
2017-09-26,1134.7,5648200000000
2017-09-27,1138,4329800000000
2017-09-28,1144,4536100000000
2017-09-29,1145.3,4667300000000
2017-10-10,1142.5,7257900000000
2017-10-11,1134,6086400000000
2017-10-12,1131.9,6205000000000
2017-10-13,1132,6823900000000
2017-10-16,1126,6091200000000
2017-10-17,1129.6,5236000000000
2017-10-18,1131,5720800000000
2017-10-19,1132,6747000000000
2017-10-20,1128.5,5583100000000
2017-10-23,1134.5,4700500000000
2017-10-24,1130.8,4555700000000
2017-10-25,1130,5030100000000
2017-10-26,1125,7053000000000
2017-10-27,1128.5,6248400000000
2017-10-30,1126,6931200000000
2017-10-31,1124,7613000000000
2017-11-01,1118,7391100000000
2017-11-02,1112.5,6255100000000
2017-11-03,1112,5515000000000
2017-11-06,1116.5,5370800000000
2017-11-07,1112.5,5256200000000
2017-11-08,1114,5535000000000
2017-11-09,1113.5,6834500000000
2017-11-10,1119,5374800000000
2017-11-13,1119.5,6005400000000
2017-11-14,1119.5,5672100000000
2017-11-15,1115,7195500000000
2017-11-16,1106.5,5544600000000
2017-11-17,1097,6464800000000
2017-11-20,1098,5802100000000
2017-11-21,1097,6539800000000
2017-11-22,1091,7050900000000
2017-11-23,1086,5018900000000
2017-11-24,1085,4398400000000
2017-11-27,1085,6200100000000
2017-11-28,1090.5,6153900000000
2017-11-29,1084,5148000000000
2017-11-30,1081.5,9128500000000
2017-12-01,1088,5441900000000
2017-12-04,1086,5931800000000
2017-12-05,1085.8,5825900000000
2017-12-06,1087.5,6566500000000
2017-12-07,1095,6032300000000
2017-12-08,1094.1,5323000000000
2017-12-11,1091.6,4535700000000
2017-12-12,1088.7,5067800000000
2017-12-13,1093,5028100000000
2017-12-14,1083.5,8117000000000
2017-12-15,1088.5,5827200000000
2017-12-18,1089.5,4386500000000
2017-12-19,1086,5077300000000
2017-12-20,1086,4598600000000
2017-12-21,1080.5,5244400000000
2017-12-22,1080,4412500000000
2017-12-26,1078,5565600000000
2017-12-27,1075.5,4780600000000
2017-12-28,1076,4137200000000
2018-01-02,1066,4600700000000
2018-01-03,1063.4,5961900000000
2018-01-04,1065,6793000000000
2018-01-05,1062,6157100000000
2018-01-08,1062,6272300000000
2018-01-09,1068.5,7232700000000
2018-01-10,1073,8436200000000
2018-01-11,1070.5,7524000000000
2018-01-12,1065.2,8633400000000
2018-01-15,1061,6049300000000
2018-01-16,1063,6468600000000
2018-01-17,1064.3,6213900000000
2018-01-18,1069,6337000000000
2018-01-19,1070,6144400000000
2018-01-22,1067,6072000000000
2018-01-23,1068,6722000000000
2018-01-24,1073,6553100000000
2018-01-25,1065,7681600000000
2018-01-26,1065.5,7560700000000
2018-01-29,1064,7801200000000
2018-01-30,1071,7718500000000
2018-01-31,1074,10734800000000
2018-02-01,1068.5,7778100000000
2018-02-02,1071,8005600000000
2018-02-05,1090,7851100000000
2018-02-06,1096.6,9566600000000
2018-02-07,1082,8369400000000
2018-02-08,1090,7118600000000
2018-02-09,1098,8338700000000
2018-02-12,1084.5,6418900000000
2018-02-13,1081.8,7238200000000
2018-02-14,1084,5775000000000
2018-02-19,1068,5762700000000
2018-02-20,1068.6,5070500000000
2018-02-21,1074.5,5965300000000
2018-02-22,1077,4852400000000
2018-02-23,1081.5,5387100000000
2018-02-26,1075,5237200000000
2018-02-27,1071,5530000000000
2018-02-28,1080.5,6880400000000
2018-03-02,1082.5,5922100000000
2018-03-05,1078.1,5661400000000
2018-03-06,1077,6511200000000
2018-03-07,1065,8021300000000
2018-03-08,1066.5,8874600000000
2018-03-09,1070,8462300000000
2018-03-12,1065.5,6462000000000
2018-03-13,1064.7,7711500000000
2018-03-14,1067,6258900000000
2018-03-15,1064,5935100000000
2018-03-16,1069.5,6390800000000
2018-03-19,1070,5870100000000
2018-03-20,1072.5,5258100000000
2018-03-21,1071,5726400000000
2018-03-22,1065,7036700000000
2018-03-23,1081,7931500000000
2018-03-26,1082,5928600000000
2018-03-27,1074,6305600000000
2018-03-28,1073.5,7761100000000
2018-03-29,1066,7256800000000
2018-03-30,1063,6360200000000
2018-04-02,1061,6606900000000
2018-04-03,1057.5,7531100000000
2018-04-04,1054.5,7949400000000
2018-04-05,1057.5,7170600000000
2018-04-06,1063.8,6907800000000
2018-04-09,1070,6534300000000
2018-04-10,1070,7394100000000
2018-04-11,1064.7,6775200000000
2018-04-12,1066.5,8003100000000
2018-04-13,1070,6811500000000
2018-04-16,1071,6081500000000
2018-04-17,1070.5,6234300000000
2018-04-18,1065,8073000000000
2018-04-19,1065.5,9996100000000
2018-04-20,1066.8,7714900000000
2018-04-23,1071,9048400000000
2018-04-24,1079,8176700000000
2018-04-25,1076.5,7193500000000
2018-04-26,1082,7786300000000
2018-04-27,1075,7999000000000
2018-04-30,1068,9339600000000
2018-05-02,1073,11498800000000
2018-05-03,1078.8,7424000000000
2018-05-04,1075,10607600000000
2018-05-08,1079,9456700000000
2018-05-09,1079,8874000000000
2018-05-10,1080,8742500000000
2018-05-11,1066.9,7433100000000
2018-05-14,1068.5,9458100000000
2018-05-15,1071,9199700000000
2018-05-16,1080,9622600000000
2018-05-17,1078.1,8078300000000
2018-05-18,1082,6349300000000
2018-05-21,1080.4,5970800000000
2018-05-23,1077,9128900000000
2018-05-24,1077,6674100000000
2018-05-25,1082,8894000000000
2018-05-28,1074.5,9746600000000
2018-05-29,1074.5,8366200000000
2018-05-30,1083,8868700000000
2018-05-31,1077,13252100000000
2018-06-01,1079.5,8620900000000
2018-06-04,1071.5,7560900000000
2018-06-05,1070.5,6918200000000
2018-06-07,1067,7871000000000
2018-06-08,1071.5,7199200000000
2018-06-11,1073.5,6813000000000
2018-06-12,1075,9401700000000
2018-06-14,1084,9453500000000
2018-06-15,1088,8930100000000
2018-06-18,1101,8466900000000
2018-06-19,1104.4,7898300000000
2018-06-20,1110,6801300000000
2018-06-21,1108.5,6678900000000
2018-06-22,1110,6516500000000
2018-06-25,1112.5,5558500000000
2018-06-26,1116,6330100000000
2018-06-27,1118.5,6793400000000
2018-06-28,1122.5,5573700000000
2018-06-29,1121.5,6152200000000
2018-07-02,1114.2,5894200000000
2018-07-03,1118,5874300000000
2018-07-04,1115.5,4772600000000
2018-07-05,1116,5061400000000
2018-07-06,1120.5,6280400000000
2018-07-09,1114.5,5746700000000
2018-07-10,1112,4769200000000
2018-07-11,1120,5372300000000
2018-07-12,1127.1,5974100000000
2018-07-13,1124,6388200000000
2018-07-16,1130,4893500000000
2018-07-17,1128,4696500000000
2018-07-18,1128.2,4838300000000
2018-07-19,1131,5346900000000
2018-07-20,1134.4,4910700000000
2018-07-23,1127,5403800000000
2018-07-24,1134.1,5724300000000
2018-07-25,1127.5,6021900000000
2018-07-26,1117,6111400000000
2018-07-27,1123.5,5030200000000
2018-07-30,1115.5,4430800000000
2018-07-31,1117,4793600000000
2018-08-01,1114.5,4706800000000
2018-08-02,1119,4931100000000
2018-08-03,1129,4128400000000
2018-08-06,1125,4520100000000
2018-08-07,1125.9,4612900000000
2018-08-08,1117.6,5518100000000
2018-08-09,1118.5,5985900000000
2018-08-10,1124,6102100000000
2018-08-13,1132,5853900000000
2018-08-14,1136,4755700000000
2018-08-16,1135,5928800000000
2018-08-17,1127.5,4479400000000
2018-08-20,1120,4309800000000
2018-08-21,1119,5093300000000
2018-08-22,1117,5054300000000
2018-08-23,1118,5159300000000
2018-08-24,1125,5052500000000
2018-08-27,1113,5666900000000
2018-08-28,1109.5,5400100000000
2018-08-29,1108,4268700000000
2018-08-30,1109.5,5138000000000
2018-08-31,1114.5,5525800000000
2018-09-03,1116,3980400000000
2018-09-04,1112,4474000000000
2018-09-05,1118,5220200000000
2018-09-06,1119,5529700000000
2018-09-07,1123,6094300000000
2018-09-10,1128,5398700000000
2018-09-11,1130,5705300000000
2018-09-12,1124.5,6278600000000
2018-09-13,1121,6391100000000
2018-09-14,1120,5489300000000
2018-09-17,1122,4942600000000
2018-09-18,1129,5515600000000
2018-09-19,1122,5930300000000
2018-09-20,1120,6329700000000
2018-09-21,1117.5,7063400000000
2018-09-27,1115.4,7125500000000
2018-09-28,1114.5,6927600000000
2018-10-01,1110,5427400000000
2018-10-02,1113,6394800000000
2018-10-04,1125.8,7461300000000
2018-10-05,1133,6175900000000
2018-10-08,1133,4362200000000
2018-10-10,1130.3,6313100000000
2018-10-11,1142.3,8196800000000
2018-10-12,1136.5,6085100000000
2018-10-15,1131,4708900000000
2018-10-16,1131.5,3936700000000
2018-10-17,1123.3,4642900000000
2018-10-18,1128.9,4155100000000
2018-10-19,1139,4722900000000
2018-10-22,1132.6,3836700000000
2018-10-23,1133.7,5856500000000
2018-10-24,1135,6309700000000
2018-10-25,1139,7258400000000
2018-10-26,1136,6688100000000
2018-10-29,1140.5,6359700000000
2018-10-30,1144,6907800000000
2018-10-31,1139,6226700000000
2018-11-01,1140.5,5838800000000
2018-11-02,1125,6635300000000
2018-11-05,1119.5,4830400000000
2018-11-06,1121,5008000000000
2018-11-07,1121.5,6247400000000
2018-11-08,1117.6,5869600000000
2018-11-09,1121,5153100000000
2018-11-12,1130.5,5543000000000
2018-11-13,1139.5,5865400000000
2018-11-14,1130.9,5421100000000
2018-11-15,1132,4633000000000
2018-11-16,1128.5,4693900000000
2018-11-19,1122,4609700000000
2018-11-20,1128.5,5043700000000
2018-11-21,1130.3,4959600000000
2018-11-22,1129,4152700000000
2018-11-23,1129.7,3692200000000
2018-11-26,1131.3,4333600000000
2018-11-27,1130.5,4554600000000
2018-11-28,1131,4590500000000
2018-11-29,1123,5115800000000
2018-11-30,1118.7,7316800000000
2018-12-03,1117.5,5431300000000
2018-12-04,1109.5,5428800000000
2018-12-05,1111.5,4660300000000
2018-12-06,1114,5606500000000
2018-12-07,1118,4221000000000
2018-12-10,1125.2,4526600000000
2018-12-11,1128,4911700000000
2018-12-12,1128.1,5297500000000
2018-12-13,1125,7562800000000
2018-12-14,1126.5,5784200000000
2018-12-17,1132.7,4764500000000
2018-12-18,1132,5241600000000
2018-12-19,1127.5,5124900000000
2018-12-20,1130,5483100000000
2018-12-21,1123,5492500000000
2018-12-24,1128,3791500000000
2018-12-26,1127.5,5336900000000
2018-12-27,1123,5281800000000
2018-12-28,1120,4058900000000
2019-01-02,1115,4235200000000
2019-01-03,1125,5358500000000
2019-01-04,1126.2,5490100000000
2019-01-07,1117.8,5129900000000
2019-01-08,1117.9,4722400000000
2019-01-09,1122,5421800000000
2019-01-10,1119,5434300000000
2019-01-11,1118.5,4479700000000
2019-01-14,1119.8,4875200000000
2019-01-15,1122.3,5154300000000
2019-01-16,1122,5273400000000
2019-01-17,1120.5,5857800000000
2019-01-18,1121.6,5171800000000
2019-01-21,1124.5,5212700000000
2019-01-22,1130,4836500000000
2019-01-23,1130.5,5001000000000
2019-01-24,1126,5942900000000
2019-01-25,1127,6926800000000
2019-01-28,1118,5990000000000
2019-01-29,1119.5,6274100000000
2019-01-30,1116.5,6776100000000
2019-01-31,1112,7661100000000
2019-02-01,1112.2,6740300000000
2019-02-07,1120,6249700000000
2019-02-08,1126,5728500000000
2019-02-11,1123.1,5149800000000
2019-02-12,1126,5753200000000
2019-02-13,1121.5,5504300000000
2019-02-14,1125,6281200000000
2019-02-15,1126.6,4983600000000
2019-02-18,1126,4564800000000
2019-02-19,1126,4460100000000
2019-02-20,1123,5843000000000
2019-02-21,1122.5,5382000000000
2019-02-22,1126.4,4540800000000
2019-02-25,1122.8,4598600000000
2019-02-26,1117.1,4921100000000
2019-02-27,1115.5,4823200000000
2019-02-28,1118.6,8053900000000
2019-03-04,1126,6311400000000
2019-03-05,1126.4,4909600000000
2019-03-06,1125.5,4695800000000
2019-03-07,1128.5,4763700000000
2019-03-08,1134,4436500000000
2019-03-11,1134,3866300000000
2019-03-12,1131.3,4119400000000
2019-03-13,1129,3978000000000
2019-03-14,1131.1,5802000000000
2019-03-15,1136.1,6298000000000
2019-03-18,1136,3959900000000
2019-03-19,1131.5,3807800000000
2019-03-20,1131,4099700000000
2019-03-21,1125.8,6153800000000
2019-03-22,1129,4852200000000
2019-03-25,1135.5,4048400000000
2019-03-26,1132.1,4248900000000
2019-03-27,1134.5,4490200000000
2019-03-28,1139,4315400000000
2019-03-29,1137.1,5040900000000
2019-04-01,1134.8,4237900000000
2019-04-02,1133.3,4097900000000
2019-04-03,1137.5,5117000000000
2019-04-04,1135,4729900000000
2019-04-05,1137,4129300000000
2019-04-08,1137.1,4558300000000
2019-04-09,1142.5,4778300000000
2019-04-10,1141.1,4895600000000
2019-04-11,1137.5,5767600000000
2019-04-12,1141.5,5870300000000
2019-04-15,1135,6554600000000
2019-04-16,1135.8,6894800000000
2019-04-17,1137.2,5425600000000
2019-04-18,1133.5,5940100000000
2019-04-19,1137.4,4847400000000
2019-04-22,1136.3,4566200000000
2019-04-23,1141,4787000000000
2019-04-24,1143,6002000000000
2019-04-25,1158,5413900000000
2019-04-26,1160,5144000000000
2019-04-29,1157.5,4885100000000
2019-04-30,1159,5568300000000
2019-05-02,1165,4924600000000
2019-05-03,1168,5186000000000
2019-05-07,1169.8,5330600000000
2019-05-08,1172.1,5052700000000
2019-05-09,1172,7926700000000
2019-05-10,1178,6228300000000
2019-05-13,1180,4523800000000
2019-05-14,1190,5780400000000
2019-05-15,1188.5,4856200000000
2019-05-16,1187,5960600000000
2019-05-17,1192.2,4863800000000
2019-05-20,1193.5,4625700000000
2019-05-21,1193,5212900000000
2019-05-22,1192.5,4520000000000
2019-05-23,1192,4744900000000
2019-05-24,1189,4458300000000
2019-05-27,1186,3394600000000
2019-05-28,1185,7648700000000
2019-05-29,1188,4564400000000
2019-05-30,1194,4833400000000
2019-05-31,1191.6,4838800000000
2019-06-03,1190,4581000000000
2019-06-04,1179.1,4773900000000
2019-06-05,1179,4370100000000
2019-06-07,1179.5,4244200000000
2019-06-10,1181.5,4214000000000
2019-06-11,1184.5,4097700000000
2019-06-12,1179.2,4614500000000
2019-06-13,1184.2,5928100000000
2019-06-14,1183.2,4576900000000
2019-06-17,1186.4,3980300000000
2019-06-18,1186.5,4272600000000
2019-06-19,1176,4984500000000
2019-06-20,1172.9,3994800000000
2019-06-21,1160,5112300000000
2019-06-24,1159,3996300000000
2019-06-25,1155,4198200000000
2019-06-26,1157,4389800000000
2019-06-27,1154.5,5064000000000
2019-06-28,1157.3,4191200000000
2019-07-01,1150.5,4544500000000
2019-07-02,1162.1,4031500000000
2019-07-03,1167.7,4512400000000
2019-07-04,1169.5,4542700000000
2019-07-05,1168.5,4025800000000
2019-07-08,1176,4275800000000
2019-07-09,1181,4361500000000
2019-07-10,1182.2,3867000000000
2019-07-11,1176.8,4934000000000
2019-07-12,1174.8,3714600000000
2019-07-15,1178.7,3656600000000
2019-07-16,1181.5,5158400000000
2019-07-17,1180,4549200000000
2019-07-18,1181,3939900000000
2019-07-19,1174,4037100000000
2019-07-22,1177.5,3156400000000
2019-07-23,1177,4523600000000
2019-07-24,1180.5,4115500000000
2019-07-25,1178,5126400000000
2019-07-26,1183.5,5056500000000
2019-07-29,1184.8,4626000000000
2019-07-30,1184,3821900000000
2019-07-31,1181.5,5415700000000
2019-08-01,1188,4360400000000
2019-08-02,1196,5210600000000
2019-08-05,1203.6,6463500000000
2019-08-06,1220,7095500000000
2019-08-07,1213,5274000000000
2019-08-08,1214,6769500000000
2019-08-09,1207.6,4917000000000
2019-08-12,1214,3997800000000
2019-08-13,1219.5,4226300000000
2019-08-14,1207,4925200000000
2019-08-16,1214,4183300000000
2019-08-19,1208.5,3684800000000
2019-08-20,1213,4016000000000
2019-08-21,1208.3,3740400000000
2019-08-22,1203.5,4022400000000
2019-08-23,1212,3268600000000
2019-08-26,1218.5,3645600000000
2019-08-27,1214.8,4885200000000
2019-08-28,1213.5,3234500000000
2019-08-29,1213.5,3613100000000
2019-08-30,1210,4177900000000
2019-09-02,1212,2924200000000
2019-09-03,1214,3916100000000
2019-09-04,1212,4133700000000
2019-09-05,1204.5,5556500000000
2019-09-06,1198,3610800000000
2019-09-09,1193.1,4305300000000
2019-09-10,1192.3,4372900000000
2019-09-11,1191.9,5916200000000
2019-09-16,1182.3,5293700000000
2019-09-17,1184.1,4350600000000
2019-09-18,1188,4644800000000
2019-09-19,1192.5,4605900000000
2019-09-20,1195.1,5208500000000
2019-09-23,1193.3,3934600000000
2019-09-24,1194.8,4335600000000
2019-09-25,1196.3,5105000000000
2019-09-26,1201,4230600000000
2019-09-27,1199.1,3423700000000
2019-09-30,1202.2,3608300000000
2019-10-01,1199,3733600000000
2019-10-02,1203.5,3800400000000
2019-10-04,1202.5,3817600000000
2019-10-07,1193.5,3344400000000
2019-10-08,1197.5,4140700000000
2019-10-10,1198.6,5427100000000
2019-10-11,1191,3693200000000
2019-10-14,1182.5,4504700000000
2019-10-15,1182,4139000000000
2019-10-16,1185.1,4463700000000
2019-10-17,1187,3484100000000
2019-10-18,1179.5,4705500000000
2019-10-21,1181,3555900000000
2019-10-22,1171.7,4702700000000
2019-10-23,1172,4787600000000
2019-10-24,1171,4607500000000
2019-10-25,1174,4296600000000
2019-10-28,1171.8,3713400000000
2019-10-29,1168,4067900000000
2019-10-30,1167,5051500000000
2019-10-31,1165,5777300000000
2019-11-01,1170,4453400000000
2019-11-04,1165,5636700000000
2019-11-05,1160,5037700000000
2019-11-06,1157,5680100000000
2019-11-07,1161.5,4996400000000
2019-11-08,1155.5,5969300000000
2019-11-11,1158.9,5346800000000
2019-11-12,1165.1,5743900000000
2019-11-13,1167,5376800000000
2019-11-14,1171.5,6080200000000
2019-11-15,1169.1,5633200000000
2019-11-18,1164.5,4375500000000
2019-11-19,1167.4,5461100000000
2019-11-20,1169.4,5478900000000
2019-11-21,1172.5,5371200000000
2019-11-22,1177.5,4053300000000
2019-11-25,1179,4229700000000
2019-11-26,1172.6,7425400000000
2019-11-27,1173.7,4242400000000
2019-11-28,1179.5,4354800000000
2019-11-29,1179.1,4926900000000
2019-12-02,1181,3955100000000
2019-12-03,1185.5,4044200000000
2019-12-04,1190.5,4369600000000
2019-12-05,1192.5,4476500000000
2019-12-06,1188.5,4040500000000
2019-12-09,1188,3878900000000
2019-12-10,1191.5,4114400000000
2019-12-11,1190.7,4749300000000
2019-12-12,1189,7705600000000
2019-12-13,1172,6132500000000
2019-12-16,1177,4467900000000
2019-12-17,1169,6141800000000
2019-12-18,1163,5406200000000
2019-12-19,1166,5163100000000
2019-12-20,1163.3,4954300000000
2019-12-23,1159.7,4569000000000
2019-12-24,1164,4522100000000
2019-12-26,1161.5,4614700000000
2019-12-27,1162.3,5357800000000
2019-12-30,1160,4061200000000
2020-01-02,1153.8,4585900000000
2020-01-03,1158.5,5647100000000
2020-01-06,1168.1,5125800000000
2020-01-07,1168.5,5077700000000
2020-01-08,1170.3,8610800000000
2020-01-09,1162,7038400000000
2020-01-10,1159.2,6329300000000
2020-01-13,1158.5,6139800000000
2020-01-14,1153.7,7123100000000
2020-01-15,1160,5812900000000
2020-01-16,1159.5,6016500000000
2020-01-17,1160,5240600000000
2020-01-20,1161.5,5811300000000
2020-01-21,1159.9,5474500000000
2020-01-22,1169.3,6187400000000
2020-01-23,1167,6660400000000
2020-01-28,1178.5,8645200000000
2020-01-29,1177.7,6485100000000
2020-01-30,1179,7016600000000
2020-01-31,1188.8,7123100000000
